OTU,VConL1,VConL2,VConL3,VConR1,VConR2,VConR3,VConS1,VConS2,VConS3,VFAL1,VFAL2,VFAL3,VFAR1,VFAR2,VFAR3,VFAS1,VFAS2,VFAS3,VWSHML1,VWSHML2,VWSHML3,VWSHMR1,VWSHMR2,VWSHMR3,VWSHMS1,VWSHMS2,VWSHMS3
OTU1993,0,0,0,4,0,1,3,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1994,33,0,0,4,0,0,1,16,6,11,0,0,0,0,8,0,0,7,0,0,0,0,0,0,3,0,0
OTU1996,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1998,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1999,1,0,0,8,9,7,0,1,0,0,0,2,13,14,0,0,0,3,0,0,0,10,3,0,0,0,0
OTU200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2002,4,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2003,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2011,1,0,0,5,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2013,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2014,1,1,0,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
OTU2021,1,0,0,9,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2026,1,0,25,5,44,4,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,23,0,0,8
OTU2027,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU2029,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2035,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
OTU2038,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU2040,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2049,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU205,0,20,6,163,132,27,1,8,15,0,4,234,40,123,37,0,0,12,0,1,3,52,33,66,6,1,6
OTU2054,1,21,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2055,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2056,6,0,0,2,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2057,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2058,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2059,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2061,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU2067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2069,5,0,0,0,5,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU207,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU2073,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2076,0,0,1,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU2079,2,0,2,2,7,0,2,0,0,5,0,3,1,5,1,1,0,1,1,5,6,4,2,1,2,3,0
OTU2082,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0
OTU2084,0,65,226,3,122,16,7,6,84,37,34,0,14,10,37,267,72,116,166,13,33,51,11,206,146,93,437
OTU2085,0,0,2,0,3,0,0,1,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,1,1,11
OTU2093,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2095,1,0,0,0,12,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,0
OTU2097,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2098,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
OTU2099,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2100,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
OTU2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2107,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2108,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2111,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2113,0,0,0,53,24,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
OTU2114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2118,0,0,0,1,5,0,7,1,27,0,0,0,0,21,0,0,0,0,0,0,0,0,0,12,63,5,3
OTU212,155,18,10,7,0,0,0,0,6,22,21,6,11,0,0,5,0,0,44,0,0,0,0,0,0,5,0
OTU2120,0,0,7,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2121,0,0,0,0,5,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1
OTU2122,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU213,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU2130,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,3,0,0
OTU2136,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,7,10,0,0,0,0,0,16,0,0,14
OTU2139,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU214,15,0,0,3,6,0,0,0,0,11,1,33,7,0,0,0,0,0,0,0,19,0,0,0,0,0,0
OTU2140,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2141,1,0,0,7,2,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2143,0,1,0,0,4,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2144,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
OTU2145,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2148,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2152,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2157,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2159,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
OTU216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2161,13,0,0,0,9,0,0,0,4,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2162,0,0,0,0,31,0,3,2,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU2163,1,0,0,0,8,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2164,9,22,0,8,5,8,3,3,4,3,7,23,0,26,17,7,0,3,43,1,1,0,1,4,0,1,10
OTU2169,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
OTU217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU2173,7,0,0,0,6,0,0,0,4,5,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU2176,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2177,0,1,27,0,2,0,4,9,7,12,0,0,0,0,7,1,0,7,0,0,0,0,12,0,0,0,0
OTU2178,1,0,0,0,34,4,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0
OTU2179,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2183,7,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2185,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0
OTU2187,0,0,0,0,116,11,0,1,11,8,0,0,0,0,0,10,0,11,0,0,0,0,0,0,1,3,23
OTU219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2190,8,13,88,5,15,16,3,6,49,84,4,9,0,11,11,27,8,12,9,0,0,26,22,50,5,18,18
OTU2195,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,23,0,0,0,0,0,0,0,12
OTU220,1,0,0,5,0,0,0,0,0,0,1,31,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU2200,0,2,9,0,9,0,5,3,0,2,1,4,0,0,0,9,2,29,7,4,0,0,0,1,2,8,18
OTU2202,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU2204,0,0,0,0,33,0,0,0,0,0,0,0,110,0,0,0,0,1,0,0,0,37,0,28,0,0,4
OTU2205,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
OTU2212,0,0,0,0,13,0,3,9,42,0,2,20,0,0,18,5,2,0,0,0,0,0,0,0,0,36,3
OTU2213,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU2215,0,0,2,0,59,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU2219,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU222,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,14,0,0,0
OTU2220,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5
OTU2224,10,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU223,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2238,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2243,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0
OTU2246,17,6,15,9,29,6,9,16,1,26,0,0,0,0,15,4,1,7,0,0,0,42,0,0,18,0,0
OTU2248,0,15,0,0,0,4,0,0,3,0,7,0,0,1,0,0,0,5,0,0,0,32,0,23,0,6,0
OTU225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2253,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2254,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2255,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2256,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2257,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2259,15,15,2,1,0,5,9,1,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,2
OTU226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2260,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2262,34,14,17,6,0,4,124,17,7,4,0,1,0,0,0,0,0,3,0,0,0,0,0,0,19,3,0
OTU2263,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0
OTU2264,3,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2267,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0
OTU2268,0,0,0,1,1,3,0,0,0,0,1,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0
OTU2269,0,0,0,0,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU227,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU2273,12,0,10,0,0,3,3,2,3,0,7,0,0,0,0,3,4,31,0,0,0,0,0,0,0,6,8
OTU2278,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU228,0,0,0,0,0,0,0,0,0,1,2,22,4,0,6,0,0,0,0,0,0,0,6,0,0,0,0
OTU2282,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2283,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0
OTU2285,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2287,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU2288,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU2290,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2292,0,0,0,0,0,2,0,0,0,0,0,0,4,54,2,22,9,0,0,0,0,0,10,0,0,0,0
OTU2294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2295,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
OTU2298,0,0,0,11,0,24,0,0,6,0,0,0,5,0,5,0,0,0,0,0,0,0,0,2,0,0,0
OTU23,74,63,320,16,251,77,22,82,606,16,83,0,38,61,226,247,83,327,66,66,55,67,78,446,129,166,418
OTU230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
OTU2301,0,0,0,0,6,1,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
OTU2307,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2311,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU2312,0,0,0,3,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2316,0,0,7,0,6,0,0,0,3,1,0,0,1,0,0,6,0,10,0,0,0,0,0,0,1,3,8
OTU2319,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU232,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2321,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2324,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
OTU2325,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0
OTU2326,0,0,0,0,30,2,1,3,0,0,0,58,0,0,0,0,0,5,12,0,0,0,31,0,0,2,11
OTU2330,0,0,0,0,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2331,0,0,0,0,1,43,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2335,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
OTU2336,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2337,138,0,72,9,5,14,0,69,81,188,0,6,0,0,0,0,1,13,1,27,0,0,0,0,0,0,0
OTU2339,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
OTU2343,0,15,0,2,0,164,0,0,0,0,0,9,0,0,0,7,0,11,15,0,21,0,0,5,4,1,0
OTU2344,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2345,0,0,8,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
OTU2346,13,0,0,3,0,7,104,16,0,0,0,20,0,0,0,0,0,8,0,0,0,0,0,0,0,14,0
OTU2347,0,28,0,0,0,5,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU2356,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0
OTU2359,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU236,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU2367,0,0,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2368,0,0,0,0,0,0,122,22,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2369,0,0,0,0,0,0,46,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2370,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2372,84,0,0,0,0,0,107,20,0,126,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2373,0,0,0,0,0,0,47,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2376,0,0,0,0,0,0,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2377,0,0,0,0,0,0,53,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
OTU2378,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2379,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU2380,2,0,0,0,0,0,76,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2384,11,0,0,1,0,0,80,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0
OTU2388,0,0,0,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2390,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2392,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2395,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2405,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,1,1
OTU2407,0,0,0,0,0,0,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2409,0,0,8,0,2,0,11,1,3,0,5,33,1,1,7,0,3,1,1,7,0,0,0,0,1,0,0
OTU2410,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2413,19,0,0,2,0,0,6,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
OTU2414,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2415,12,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2418,0,0,0,0,0,0,35,4,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
OTU2419,3,0,0,0,30,4,3,0,2,4,0,15,0,0,33,0,0,0,0,1,0,45,13,0,0,0,0
OTU242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2420,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
OTU2422,29,0,0,1,0,0,240,35,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU2428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2429,0,0,0,0,0,2,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2434,1,0,0,0,0,0,82,22,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU2435,0,0,4,0,0,0,215,39,2,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,8
OTU2438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2439,0,0,0,0,0,0,1,0,2,0,0,0,0,0,15,8,0,14,0,0,38,0,0,0,1,0,33
OTU244,1,1,0,0,8,0,0,0,6,3,29,4,7,3,0,10,1,7,9,27,0,0,1,5,5,0,43
OTU2440,1,35,0,0,6,4,44,18,9,2,19,2,0,20,31,7,4,67,3,46,0,0,0,60,6,18,98
OTU2441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2442,0,0,2,3,2,2,0,0,1,0,0,0,0,0,3,0,2,12,0,2,0,1,0,1,0,0,0
OTU2446,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
OTU245,5,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2452,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2454,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0
OTU2455,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU246,0,0,15,8,1,0,317,50,1,24,1,0,0,17,16,6,1,13,0,0,0,0,0,1,0,3,28
OTU2461,0,0,0,0,0,0,110,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2466,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2468,2,0,0,0,0,0,14,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2469,6,6,9,14,27,8,112,79,22,0,16,0,16,0,11,24,1,26,0,92,0,0,25,59,10,4,89
