OTU,FConL1,FConL2,FConL3,FFAL1,FFAL2,FFAL3,FHAL1,FHAL2,FHAL3,VConL1,VConL2,VConL3,VFAL1,VFAL2,VFAL3,VHAL1,VHAL2,VHAL3
OTU2373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2380,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
OTU2384,2,0,0,0,0,0,1,0,2,11,0,0,0,0,0,0,0,0
OTU2388,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0
OTU239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2390,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
OTU2392,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU24,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
OTU240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2405,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
OTU2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2409,0,0,0,0,0,0,0,0,5,0,0,8,0,5,33,1,7,0
OTU2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2413,0,0,0,0,13,0,0,0,0,19,0,0,0,0,0,0,0,0
OTU2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2415,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
OTU2418,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0
OTU2419,0,7,0,1,0,0,11,14,2,3,0,0,4,0,15,0,1,0
OTU242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2420,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0
OTU2422,0,0,1,0,0,0,0,0,2,29,0,0,2,0,0,0,0,0
OTU2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2434,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU2435,0,2,0,0,0,0,0,0,2,0,0,4,1,0,0,7,0,0
OTU2438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2439,0,1,10,0,0,0,19,6,17,0,0,0,0,0,0,0,0,38
OTU244,0,0,1,0,0,1,0,1,1,1,1,0,3,29,4,9,27,0
OTU2440,8,57,20,30,2,20,41,28,20,1,35,0,2,19,2,3,46,0
OTU2441,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU2442,9,10,2,2,4,0,0,0,4,0,0,2,0,0,0,0,2,0
OTU2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU245,0,0,0,0,0,0,0,0,11,5,0,0,3,0,5,0,0,0
OTU2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,247,0,0
OTU2455,0,0,0,0,0,0,0,0,6,0,19,0,0,0,0,0,0,0
OTU246,176,83,40,18,59,41,467,375,167,0,0,15,24,1,0,0,0,0
OTU2461,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2468,0,0,1,0,0,0,0,0,2,2,0,0,0,0,8,0,0,0
OTU2469,7,0,0,0,12,0,20,5,6,6,6,9,0,16,0,0,92,0
OTU2470,2,6,0,0,0,0,4,4,0,2,1,3,0,0,0,4,0,0
OTU2473,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2482,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
OTU2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2484,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU2487,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
OTU2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2496,3,1,0,2,0,0,7,4,0,2,4,12,0,0,0,3,0,0
OTU2498,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
OTU2499,0,0,0,0,0,0,10,8,14,0,0,0,0,0,2,0,0,0
OTU2502,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2504,16,24,2,0,52,14,71,47,3,0,0,0,0,0,0,6,0,0
OTU2505,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
OTU2506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2508,0,0,0,0,0,0,2,0,19,0,0,0,2,0,43,0,0,0
OTU2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU251,10,288,41,0,38,235,178,255,83,0,21,0,0,6,0,0,0,0
OTU2512,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0
OTU2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2521,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0
OTU2522,0,0,0,0,0,0,0,0,0,11,11,0,12,0,0,0,0,0
OTU2525,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU2526,0,0,0,0,0,0,0,0,4,3,0,0,17,0,5,0,0,0
OTU2530,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0
OTU2533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2534,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0
OTU2536,1,1,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0
OTU254,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0
OTU2543,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,4,78,0
OTU2545,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
OTU2546,1,0,1,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0
OTU2550,1,5,5,0,3,0,1,6,7,6,1,10,0,0,0,0,0,0
OTU2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU256,0,0,8,0,0,0,6,0,10,0,0,0,0,0,2,0,0,0
OTU2565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU2567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU257,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
OTU2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2577,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2581,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
OTU2589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU259,2,11,0,0,0,0,5,18,8,2,0,15,2,0,1,0,0,0
OTU2593,0,2,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0
OTU2594,0,22,0,0,0,0,3,17,11,0,13,4,0,0,0,4,0,0
OTU26,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
OTU260,11,9,44,0,0,1,33,39,2,0,0,12,2,20,1,11,0,0
OTU2600,0,0,0,0,12,10,0,0,0,5,0,0,0,0,1,0,0,0
OTU2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2606,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,19,0
OTU2607,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU2608,3,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0
OTU2609,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,49,0,0
OTU2610,5,4,0,15,12,23,3,2,6,0,1,15,3,0,11,0,0,0
OTU2611,0,0,0,0,0,0,0,0,16,0,0,0,1,0,18,0,0,0
OTU2612,53,0,56,172,212,217,40,12,9,51,225,10,40,3,69,4,0,24
OTU2615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU262,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2624,14,13,5,1,6,4,12,18,9,0,5,41,0,3,0,13,0,0
OTU2629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU2630,0,0,0,0,0,0,0,0,0,25,0,0,42,0,0,0,0,0
OTU2632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
OTU2634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2636,0,0,0,7,6,0,13,0,0,22,0,0,0,0,0,10,0,0
OTU2638,0,0,0,0,0,0,0,0,0,4,0,0,9,0,23,0,0,0
OTU264,1,2,0,15,3,0,0,15,0,1,0,0,1,0,2,0,0,0
OTU2642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
OTU2644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU265,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
OTU2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2653,0,0,0,0,0,0,0,2,7,0,0,0,1,0,1,0,0,0
OTU2654,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
OTU2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU266,2,0,1,0,0,0,6,0,5,0,0,0,0,0,9,0,0,0
OTU2660,10,1,3,6,0,5,1,2,3,0,4,7,0,0,0,23,0,0
OTU2665,1,1,0,0,0,0,2,6,7,3,0,4,0,0,0,0,0,0
OTU2668,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0
OTU2669,3,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0
OTU267,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU2671,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU2673,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0
OTU2678,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
OTU268,26,14,123,0,25,0,94,19,39,0,0,0,0,0,0,0,0,0
OTU2680,9,2,10,25,7,56,73,89,13,13,96,5,8,8,7,0,0,0
OTU2682,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
OTU2683,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
OTU2688,18,6,10,18,14,34,25,21,13,3,21,15,15,1,7,30,0,0
OTU269,3,0,2,0,0,21,4,0,0,18,0,0,0,0,0,3,0,0
OTU2691,0,0,0,0,0,0,5,8,4,6,0,0,6,0,27,0,0,0
OTU2693,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0
OTU2694,26,38,20,18,18,0,8,17,3,1,51,14,12,0,0,0,0,0
OTU2695,0,0,0,0,0,0,0,0,0,6,0,9,18,0,4,0,0,0
OTU2696,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
OTU2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU270,0,0,0,0,0,0,4,4,0,0,6,0,0,0,0,22,0,0
OTU2701,0,10,0,0,0,0,17,0,6,0,0,0,0,0,0,0,0,0
OTU2702,0,73,0,0,30,0,43,27,15,2,0,0,6,0,0,0,0,0
OTU2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2711,1,0,2,0,4,0,2,2,2,0,2,9,0,0,0,1,0,0
OTU2718,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2731,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0
OTU2732,0,6,0,0,7,0,10,5,1,6,0,0,22,0,7,0,0,0
OTU2733,3,1,0,1,0,0,2,0,4,0,1,2,0,0,0,2,1,0
OTU2734,0,0,0,0,0,0,0,0,0,12,0,0,8,0,2,0,0,0
OTU2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2738,5,99,4,0,0,0,69,82,47,0,0,7,0,0,0,0,0,0
OTU274,0,0,0,0,0,0,0,0,0,11,21,0,0,0,0,0,0,0
OTU2742,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
OTU2743,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0
OTU2745,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU2748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU275,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0
OTU2753,0,4,0,0,17,0,0,0,0,4,0,61,6,12,12,4,0,19
OTU2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2757,3,1,2,0,0,0,8,14,30,28,0,21,1,3,6,7,1,40
OTU2759,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0
OTU276,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU2762,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
OTU2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2767,0,0,0,0,0,0,40,5,32,0,0,0,0,0,0,0,0,0
OTU277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0
OTU2773,20,0,0,1,0,0,5,0,0,0,0,0,0,0,0,25,0,0
OTU2774,10,0,0,1,0,2,0,0,1,0,2,4,0,0,0,4,0,0
OTU2777,39,8,0,766,404,1910,32,55,6,23,348,469,13,8,39,139,107,99
OTU278,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
OTU2786,0,8,4,0,0,0,3,3,21,24,1,0,2,6,0,0,0,0
OTU279,0,2,0,0,1,0,3,1,1,0,0,7,0,0,0,0,0,0
OTU2792,19,44,6,46,51,8,1,3,3,8,2,65,4,7,0,24,0,3
OTU2794,0,10,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0
OTU2795,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU2797,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU2799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2802,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2806,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0
OTU281,0,0,8,0,0,0,21,18,9,13,16,9,0,0,0,0,0,0
OTU2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2817,0,1,0,0,0,0,7,0,0,0,0,18,0,0,0,0,0,0
OTU2819,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
OTU282,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
OTU2820,0,2,1,0,4,0,0,0,1,3,0,0,0,0,1,1,0,0
OTU2821,0,2,0,0,0,0,1,6,8,0,0,0,0,0,4,0,0,0
OTU2823,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
OTU2825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2826,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
OTU283,0,5,0,0,0,0,9,0,20,20,0,0,0,0,0,0,0,0
OTU2844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2846,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
OTU285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2854,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
OTU2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2858,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0
OTU2860,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
OTU2862,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0
OTU2863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2866,0,10,0,25,0,0,0,0,0,0,19,1,0,0,0,0,0,0
OTU2868,3,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0
OTU287,103,154,72,0,0,0,96,124,141,0,0,7,0,0,0,33,0,0
OTU2870,2,4,2,2,5,0,1,0,0,0,0,3,0,0,0,0,0,0
OTU2873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2874,17,0,0,0,0,0,0,0,0,6,2,3,7,23,0,50,0,87
OTU2875,23,18,8,300,0,80,34,28,33,21,0,0,18,1,28,0,0,0
OTU2879,2,1,0,0,0,0,3,0,2,0,0,14,0,0,0,4,1,0
OTU288,89,91,69,23,36,75,283,264,97,5,194,46,10,22,8,12,0,0
OTU2882,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0
OTU2883,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,2,1,1
OTU2886,12,31,0,0,0,0,13,30,16,0,8,33,27,20,0,0,0,0
OTU2888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2889,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU2890,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2892,72,45,20,26,23,0,105,44,21,20,146,120,0,10,0,13,0,0
OTU2895,0,3,0,0,0,0,13,9,6,5,9,0,0,0,1,1,0,0
OTU2899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU290,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
OTU2902,0,7,0,1,0,0,0,10,0,0,0,3,0,0,0,0,0,0
OTU2903,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2905,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU2908,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1
OTU2909,98,46,26,0,0,0,64,88,151,0,0,0,0,0,0,0,0,0
OTU2910,22,0,0,0,0,0,0,0,2,0,0,0,13,1,2,0,0,0
OTU2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2914,0,20,0,0,0,0,1,18,11,0,0,11,11,21,0,0,0,0
OTU2916,0,7,1,0,2,7,5,4,13,6,0,1,0,0,0,5,0,0
OTU292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2923,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU2927,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
OTU2929,6,5,0,7,18,0,0,10,2,0,25,3,14,7,0,3,0,0
OTU293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2940,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0
OTU2942,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0
OTU2948,0,0,0,0,0,0,0,15,0,0,31,0,0,0,0,0,0,0
OTU2951,0,0,7,0,0,0,5,0,9,0,0,0,0,0,4,0,0,0
OTU298,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2981,0,0,0,0,0,0,0,0,0,780,0,0,551,0,5,0,0,0
OTU2983,0,0,0,0,0,0,0,0,0,15,0,0,21,0,1,0,0,0
OTU2985,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
OTU299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2990,0,0,0,0,0,0,0,0,0,44,0,0,87,0,0,0,0,0
OTU2998,0,0,0,9,0,0,0,0,0,1,0,0,5,0,0,0,0,0
OTU3,5,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0
OTU30,1,14,0,0,0,0,0,33,9,0,0,0,0,0,0,0,0,0
OTU3003,0,0,0,0,0,0,0,0,0,28,0,0,42,0,0,0,0,0
OTU3010,10,0,0,0,0,0,2,0,0,6,0,0,13,0,0,0,0,0
OTU302,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU3025,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0
OTU3028,0,0,0,0,0,0,0,0,0,8,0,0,14,0,0,0,0,0
OTU3030,0,0,0,0,0,0,0,0,0,8,0,0,10,0,1,0,0,0
OTU3050,0,0,0,0,0,0,0,0,2,76,0,0,200,0,0,0,0,0
OTU3056,0,0,0,0,0,0,2,1,0,2,0,0,5,0,0,0,0,0
OTU3059,0,10,0,21,0,5,0,0,0,0,0,26,20,0,0,0,0,0
OTU3065,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0
OTU3067,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0
OTU3069,4,6,2,0,0,0,5,9,17,462,6,3,649,14,253,0,1,2
OTU307,0,0,0,0,0,0,28,37,22,0,0,0,0,0,0,0,0,0
OTU3074,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
OTU3075,0,1,19,0,0,44,8,1,0,12,18,20,120,0,2,0,0,0
OTU3077,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0
OTU308,48,8,0,0,9,88,29,22,2,0,0,2,0,0,0,0,0,0
OTU3083,0,0,0,0,0,0,0,0,0,33,0,0,47,0,0,0,0,0
OTU3101,0,0,0,0,0,0,0,0,0,9,0,0,18,0,0,0,0,0
OTU3106,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0
OTU3116,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0
OTU312,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3123,0,0,0,0,0,0,0,5,0,25,0,0,45,2,5,0,0,0
OTU3124,0,0,0,0,0,26,0,0,0,0,0,0,0,15,4,0,0,0
OTU3125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU3128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU3137,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0
OTU3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3147,0,0,0,0,0,0,0,0,0,3,3,0,8,10,0,0,0,0
OTU3148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
OTU315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
OTU3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3158,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,122
OTU3163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
OTU3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3170,63,34,5,168,82,53,19,21,85,48,51,19,15,34,1,22,32,0
OTU3171,0,0,0,0,0,0,0,30,0,5,0,0,0,3,0,0,0,0
OTU3173,1,0,0,0,0,0,0,0,0,3,0,0,0,1,51,0,0,0
OTU3174,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
OTU3176,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
OTU3177,0,0,2,0,0,41,8,0,7,0,0,0,0,5,1,0,0,0
OTU318,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU3187,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
OTU3189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0
OTU319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
OTU3192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0
OTU3197,0,0,1,0,0,0,0,0,0,0,0,1,0,53,0,0,0,0
OTU3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU32,0,5,0,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0
OTU3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
OTU3203,46,3,16,62,55,0,24,44,23,18,13,29,12,20,0,22,21,0
OTU3204,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
OTU3205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3207,0,0,0,0,0,0,1,0,0,0,0,0,2,0,9,0,0,0
OTU3217,38,68,19,100,23,96,56,51,14,5,42,305,31,104,491,262,500,653
OTU3221,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
OTU3223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
OTU3228,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
OTU3229,0,0,0,0,0,0,0,0,2,3,0,0,5,0,4,0,0,0
OTU3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3250,7,0,6,0,0,0,0,4,1,0,1,0,0,1,12,0,0,0
OTU3253,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
OTU3254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU3256,9,9,5,0,1,2,2,1,8,1,3,1,0,1,0,8,0,0
OTU3257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
