OTU,FConL1,FConL2,FConL3,FFAL1,FFAL2,FFAL3,FHAL1,FHAL2,FHAL3,VConL1,VConL2,VConL3,VFAL1,VFAL2,VFAL3,VHAL1,VHAL2,VHAL3
OTU165,0,0,0,0,0,0,22,0,20,0,0,0,0,0,14,0,0,0
OTU1653,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
OTU1654,0,0,0,0,0,0,0,0,0,0,1,3,0,5,1,0,0,2
OTU1658,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU1659,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
OTU1661,0,0,0,0,21,0,0,0,0,9,0,13,0,0,4,15,0,0
OTU1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU167,4,0,0,4,4,0,0,1,0,0,2,4,0,0,0,0,0,0
OTU1670,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
OTU1671,0,0,0,1,1,0,2,4,0,0,0,6,1,0,0,0,0,0
OTU1673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1674,2,6,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0
OTU1677,115,72,23,31,61,55,15,15,4,110,177,227,18,9,52,938,76,19
OTU1681,18,0,13,0,0,0,0,24,4,7,0,6,0,0,0,0,0,0
OTU1686,25,6,0,0,0,0,10,0,2,0,0,7,0,5,0,0,0,0
OTU1689,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
OTU169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1690,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,0,0
OTU1692,0,0,0,0,0,0,0,0,0,0,0,11,3,1,3,0,0,0
OTU1693,0,0,7,0,0,0,0,0,0,0,0,13,1,0,1,0,0,0
OTU1695,6,2,0,0,0,0,3,11,5,0,0,57,0,0,1,0,0,0
OTU1697,2,1,0,0,0,1,2,0,1,0,0,3,0,0,0,0,0,0
OTU1698,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
OTU17,2,65,0,0,0,0,0,0,1,7,0,0,9,10,6,0,0,0
OTU170,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1713,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
OTU1717,37,53,16,77,38,24,70,80,74,10,3,179,29,27,0,6,0,0
OTU1718,0,0,0,0,0,1,0,0,3,1,0,15,0,1,0,0,0,0
OTU1722,0,0,0,0,0,0,0,0,0,0,0,27,0,6,12,38,96,20
OTU1724,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
OTU1725,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU173,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
OTU1730,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
OTU1734,0,0,0,0,0,0,3,3,2,0,0,0,0,2,13,0,0,0
OTU1735,0,0,0,0,0,0,0,11,0,3,9,0,0,0,14,0,0,0
OTU1737,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0
OTU1738,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0
OTU1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1744,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0
OTU1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU175,0,0,0,0,0,0,2,0,1,0,0,13,0,0,0,0,0,0
OTU1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1753,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
OTU1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
OTU1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU176,1,1,1,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0
OTU1765,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU1771,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1780,0,0,0,0,0,0,0,0,0,106,0,0,171,0,0,0,0,0
OTU1784,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
OTU1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
OTU1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU18,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU1800,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU1801,0,0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0
OTU1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1803,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0
OTU1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU1807,0,0,2,0,29,0,0,0,3,1,0,0,0,0,1,0,0,0
OTU181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU1810,0,4,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
OTU1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU1812,8,2,2,3,0,4,6,0,0,0,3,5,0,0,2,2,4,3
OTU1818,0,7,0,0,0,0,8,4,3,11,0,0,4,0,0,0,0,0
OTU1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1821,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU1823,0,0,0,0,0,0,0,0,1,5,0,0,9,0,3,0,0,0
OTU1825,0,0,0,49,29,127,29,6,10,18,0,20,0,0,2,35,48,0
OTU1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU183,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
OTU1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1843,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU1853,46,164,25,223,375,125,5,20,201,0,6,0,0,0,1,0,0,0
OTU1856,0,49,7,0,28,0,51,23,23,8,18,2,0,0,11,0,0,0
OTU1858,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU1859,0,0,0,0,0,0,0,0,0,0,0,9,0,5,141,45,37,101
OTU1863,0,0,0,0,0,0,3,0,3,55,0,0,60,0,7,0,0,0
OTU1865,0,0,0,0,0,0,0,5,17,19,0,0,17,3,30,0,0,0
OTU1871,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0
OTU1873,0,0,0,0,0,0,0,0,2,1,0,0,2,1,19,0,0,0
OTU1879,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
OTU188,0,0,0,5,0,0,1,7,0,0,0,0,0,0,2,0,0,0
OTU1880,16,0,0,12,0,2,2,17,0,5,12,2,18,7,0,0,0,0
OTU1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1888,0,0,0,0,0,0,4,7,37,4,0,0,2,0,26,0,0,0
OTU1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU1896,0,0,0,0,0,0,0,2,3,12,0,0,5,0,1,0,0,0
OTU1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU19,10,12,3,4,1,0,5,5,3,4,1,5,0,2,0,2,0,0
OTU1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1906,74,84,77,179,328,428,79,98,34,150,201,218,233,118,360,354,1206,901
OTU1908,0,0,0,0,0,0,17,2,7,6,0,0,22,0,9,0,0,0
OTU191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU1911,1,0,5,27,0,22,4,0,0,0,0,0,0,0,0,0,0,0
OTU1921,45,12,0,8,31,0,0,2,0,2,69,1,0,0,0,24,0,0
OTU1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU193,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1939,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0
OTU194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1941,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
OTU1943,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
OTU1945,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0
OTU195,0,0,1,4,5,10,1,0,0,12,3,0,0,0,0,0,0,0
OTU1950,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
OTU1954,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OTU1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1964,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0
OTU1966,6,1,0,0,0,0,0,3,1,0,0,0,1,0,0,2,0,0
OTU1967,1,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
OTU197,0,2,7,10,0,0,7,9,14,0,5,0,0,0,0,9,0,0
OTU1970,2,2,0,0,0,0,0,0,0,5,0,0,9,7,6,0,0,0
OTU1974,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU1978,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
OTU1981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU1983,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1991,0,12,0,0,12,0,4,0,5,43,13,6,53,1,87,0,1,0
OTU1993,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
OTU1994,31,23,0,0,15,0,0,0,0,33,0,0,11,0,0,0,0,0
OTU1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1999,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
OTU200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2002,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0
OTU2003,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU2011,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2014,0,0,0,0,0,0,0,0,1,1,1,0,0,0,29,0,0,0
OTU2021,0,0,0,0,0,0,2,0,1,1,0,0,5,0,5,0,0,0
OTU2026,0,0,0,0,0,0,0,0,4,1,0,25,1,0,0,0,0,0
OTU2027,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0
OTU2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU203,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2035,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU2038,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
OTU204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
OTU2040,4,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0
OTU2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU205,6,20,0,0,0,59,19,31,21,0,20,6,0,4,234,0,1,3
OTU2054,0,0,0,0,0,0,0,1,7,1,21,0,0,0,2,0,0,0
OTU2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2056,0,5,0,0,0,0,0,0,0,6,0,0,13,0,1,0,0,0
OTU2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU206,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
OTU2061,3,2,0,0,0,0,12,9,0,0,0,0,0,0,0,2,0,0
OTU2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2069,0,0,0,0,0,0,0,0,0,5,0,0,9,0,3,0,0,0
OTU207,4,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2073,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2076,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,2,0,0
OTU2079,0,2,0,0,0,0,4,4,6,2,0,2,5,0,3,1,5,6
OTU2082,0,0,14,0,0,0,0,0,0,7,0,0,0,0,0,13,0,0
OTU2084,62,15,19,0,30,127,18,25,14,0,65,226,37,34,0,166,13,33
OTU2085,4,5,1,0,5,1,2,1,1,0,0,2,0,0,0,3,0,0
OTU2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2095,0,0,0,0,0,0,0,0,7,1,0,0,3,0,0,0,0,0
OTU2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2098,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
OTU2099,0,0,0,0,1,0,0,0,8,0,0,0,0,0,4,0,0,0
OTU2100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
OTU2106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU2107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU211,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2114,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
OTU2117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU2118,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU212,24,24,79,16,0,22,5,0,29,155,18,10,22,21,6,44,0,0
OTU2120,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
OTU2121,3,1,4,3,0,0,0,1,2,0,0,0,0,0,2,0,0,0
OTU2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU213,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0
OTU2130,2,0,2,2,14,0,1,2,4,0,0,1,0,0,0,0,0,0
OTU2136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU2139,0,0,0,0,0,0,3,0,8,0,0,0,0,0,4,0,0,0
OTU214,79,19,94,0,0,0,11,22,13,15,0,0,11,1,33,0,0,19
OTU2140,23,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2141,0,0,0,0,0,0,10,10,2,1,0,0,2,2,3,0,0,0
OTU2143,0,0,0,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0
OTU2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2157,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
OTU2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2159,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
OTU216,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU2161,0,0,0,0,0,0,1,5,11,13,0,0,19,0,3,0,0,0
OTU2162,0,0,0,0,0,37,0,0,3,0,0,0,0,5,2,0,0,0
OTU2163,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
OTU2164,5,0,0,0,0,2,10,0,9,9,22,0,3,7,23,43,1,1
OTU2169,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0
OTU217,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0
OTU2173,0,0,0,0,0,0,0,0,0,7,0,0,5,0,6,0,0,0
OTU2176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU2177,16,7,0,0,16,0,0,0,2,0,1,27,12,0,0,0,0,0
OTU2178,0,0,0,0,0,0,6,0,10,1,0,0,1,0,0,0,0,0
OTU2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2183,0,0,0,0,0,0,0,0,0,7,0,0,4,0,1,0,0,0
OTU2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2187,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
OTU219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2190,774,721,311,199,294,331,203,465,531,8,13,88,84,4,9,9,0,0
OTU2195,0,0,16,0,14,0,10,0,6,0,0,0,0,0,0,23,0,0
OTU220,0,0,0,0,0,0,0,0,0,1,0,0,0,1,31,0,0,0
OTU2200,10,1,3,3,4,3,8,3,4,0,2,9,2,1,4,7,4,0
OTU2202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
OTU2204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2212,0,0,0,0,0,75,0,0,0,0,0,0,0,2,20,0,0,0
OTU2213,6,4,0,20,0,0,3,6,1,0,0,0,0,0,0,0,0,0
OTU2215,0,0,0,0,0,11,0,0,6,0,0,2,0,0,0,0,0,0
OTU2219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU222,0,0,0,0,0,0,0,1,11,0,0,0,0,0,1,0,0,0
OTU2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2224,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0
OTU223,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0
OTU2238,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2246,0,7,0,0,0,0,0,2,4,17,6,15,26,0,0,0,0,0
OTU2248,0,0,0,0,0,0,0,0,0,0,15,0,0,7,0,0,0,0
OTU225,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2253,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OTU2255,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
OTU2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2257,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2259,0,0,4,0,0,0,0,0,0,15,15,2,0,0,0,11,0,0
OTU226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2262,8,0,0,25,0,0,0,0,0,34,14,17,4,0,1,0,0,0
OTU2263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2264,8,0,1,0,0,0,0,17,3,3,0,0,6,0,0,0,0,0
OTU2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2268,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU2269,0,0,0,0,5,0,0,8,0,0,0,0,0,0,1,0,0,0
OTU227,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
OTU2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2273,19,12,7,0,0,0,2,0,0,12,0,10,0,7,0,0,0,0
OTU2278,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
OTU228,0,0,0,0,0,0,0,0,0,0,0,0,1,2,22,0,0,0
OTU2282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2283,1,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0
OTU2285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2287,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU2290,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2295,8,0,0,13,0,0,0,1,0,0,0,0,0,0,0,9,0,0
OTU2298,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU23,70,118,24,175,200,98,186,61,159,74,63,320,16,83,0,66,66,55
OTU230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU2301,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,13,0,0
OTU2307,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0
OTU231,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0
OTU2311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2312,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU2316,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0
OTU2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU232,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0
OTU2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
OTU2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2325,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,5,0,0
OTU2326,0,0,0,2,0,0,0,22,1,0,0,0,0,0,58,12,0,0
OTU2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
OTU2331,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0
OTU2335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2336,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU2337,10,0,0,0,0,0,5,11,6,138,0,72,188,0,6,1,27,0
OTU2339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2343,0,30,0,0,0,0,6,20,8,0,15,0,0,0,9,15,0,21
OTU2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2345,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
OTU2346,0,0,13,0,0,2,0,0,0,13,0,0,0,0,20,0,0,0
OTU2347,0,0,0,0,26,0,0,0,0,0,28,0,1,0,0,0,0,0
OTU2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU236,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU2360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2367,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU2368,0,0,0,0,0,0,1,0,3,0,0,0,0,0,5,0,0,0
OTU2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU237,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2372,0,0,0,0,0,0,0,3,5,84,0,0,126,1,49,0,0,0
